id	subject	year	session	number	tex_path	machine_processing_state	machine_processing_note	processed_level	has_informal_outline	informal_proof_path	has_legacy_main	legacy_main_path	has_legacy_statement	legacy_statement_path	has_pipeline_statement	pipeline_statement_path	canary_main_count	latest_canary_main_path	cleanup_closed	cleanup_remaining	cleanup_state	dojo_handoff_path	dojo_state
a00J01	a	00	J	01	/home/joe/code/storage/apm/a00J01.tex			codex_cleanup_blocked	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a00J01.md	true	/home/joe/code/apm-lean/lean-proofs/a00J01/Main.lean	true	/home/joe/code/apm-lean/lean-proofs/a00J01/Statement.lean	true	/home/joe/code/apm-lean/pipeline/lean-proofs/a00J01/Statement.lean	1	/home/joe/code/apm-lean/ApmCanaries/Frames/A00J01/Apm_v2_a00J01_1774990935426/Main.lean	0	2	blocked		
a00J02	a	00	J	02	/home/joe/code/storage/apm/a00J02.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a00J02.md	true	/home/joe/code/apm-lean/lean-proofs/a00J02/Main.lean	true	/home/joe/code/apm-lean/lean-proofs/a00J02/Statement.lean	true	/home/joe/code/apm-lean/pipeline/lean-proofs/a00J02/Statement.lean	3	/home/joe/code/apm-lean/ApmCanaries/Frames/A00J02/Apm_v2_a00J02_1774990402922/Main.lean	0	1	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a00J02.md	dojo_ready
a00J03	a	00	J	03	/home/joe/code/storage/apm/a00J03.tex			codex_cleanup_complete	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a00J03.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A00J03/Apm_v2_a00J03_1774991806132/Main.lean	0	0	complete		
a00J04	a	00	J	04	/home/joe/code/storage/apm/a00J04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a00J04.md	false		false		false		0						
a00J05	a	00	J	05	/home/joe/code/storage/apm/a00J05.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a00J05.md	false		false		false		0						
a00J06	a	00	J	06	/home/joe/code/storage/apm/a00J06.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a00J06.md	false		false		false		0						
a01A01	a	01	A	01	/home/joe/code/storage/apm/a01A01.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A01.md	false		false		false		3	/home/joe/code/apm-lean/ApmCanaries/Frames/A01A01/Apm_v2_a01A01_1774990784258/Main.lean	0	3	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a01A01.md	dojo_ready
a01A02	a	01	A	02	/home/joe/code/storage/apm/a01A02.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A02.md	false		false		false		0						
a01A03	a	01	A	03	/home/joe/code/storage/apm/a01A03.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A03.md	false		false		false		0						
a01A04	a	01	A	04	/home/joe/code/storage/apm/a01A04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A04.md	false		false		false		0						
a01A05	a	01	A	05	/home/joe/code/storage/apm/a01A05.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A05.md	false		false		false		0						
a01A06	a	01	A	06	/home/joe/code/storage/apm/a01A06.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A06.md	false		false		false		0						
a01A07	a	01	A	07	/home/joe/code/storage/apm/a01A07.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A07.md	false		false		false		0						
a01A08	a	01	A	08	/home/joe/code/storage/apm/a01A08.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A08.md	false		false		false		0						
a01A09	a	01	A	09	/home/joe/code/storage/apm/a01A09.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A09.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A01A09/Apm_v2_a01A09_1774988409275/Main.lean	0	3	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a01A09.md	dojo_ready
a01A10	a	01	A	10	/home/joe/code/storage/apm/a01A10.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A10.md	false		false		false		0						
a01A11	a	01	A	11	/home/joe/code/storage/apm/a01A11.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A11.md	true	/home/joe/code/apm-lean/lean-proofs/a01A11/Main.lean	false		false		0		0	3	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a01A11.md	dojo_ready
a01A12	a	01	A	12	/home/joe/code/storage/apm/a01A12.tex			codex_cleanup_blocked	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01A12.md	true	/home/joe/code/apm-lean/lean-proofs/a01A12/Main.lean	false		false		0		0	4	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a01A12.md	deep_mathlib_blocked
a01J01	a	01	J	01	/home/joe/code/storage/apm/a01J01.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01J01.md	true	/home/joe/code/apm-lean/lean-proofs/a01J01/Main.lean	false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A01J01/Apm_v2_a01J01_1774988573118/Main.lean	0	2	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a01J01.md	dojo_ready
a01J02	a	01	J	02	/home/joe/code/storage/apm/a01J02.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01J02.md	true	/home/joe/code/apm-lean/lean-proofs/a01J02/Main.lean	false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A01J02/Apm_v2_a01J02_1774988681233/Main.lean	0	2	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a01J02.md	dojo_ready
a01J03	a	01	J	03	/home/joe/code/storage/apm/a01J03.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01J03.md	true	/home/joe/code/apm-lean/lean-proofs/a01J03/Main.lean	false		false		0		0	2	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a01J03.md	dojo_ready
a01J04	a	01	J	04	/home/joe/code/storage/apm/a01J04.tex			codex_cleanup_complete	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01J04.md	true	/home/joe/code/apm-lean/lean-proofs/a01J04/Main.lean	false		false		0		1	0	complete		
a01J05	a	01	J	05	/home/joe/code/storage/apm/a01J05.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01J05.md	true	/home/joe/code/apm-lean/lean-proofs/a01J05/Main.lean	false		false		0		0	4	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a01J05.md	dojo_ready
a01J06	a	01	J	06	/home/joe/code/storage/apm/a01J06.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a01J06.md	true	/home/joe/code/apm-lean/lean-proofs/a01J06/Main.lean	false		false		0		0	2	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a01J06.md	dojo_ready
a02J01	a	02	J	01	/home/joe/code/storage/apm/a02J01.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a02J01.md	true	/home/joe/code/apm-lean/lean-proofs/a02J01/Main.lean	false		false		0		0	3	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a02J01.md	dojo_ready
a02J02	a	02	J	02	/home/joe/code/storage/apm/a02J02.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a02J02.md	true	/home/joe/code/apm-lean/lean-proofs/a02J02/Main.lean	false		false		0		0	2	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a02J02.md	dojo_ready
a02J03	a	02	J	03	/home/joe/code/storage/apm/a02J03.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a02J03.md	true	/home/joe/code/apm-lean/lean-proofs/a02J03/Main.lean	false		false		0		0	3	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a02J03.md	dojo_ready
a02J04	a	02	J	04	/home/joe/code/storage/apm/a02J04.tex			codex_cleanup_complete	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a02J04.md	true	/home/joe/code/apm-lean/lean-proofs/a02J04/Main.lean	false		false		0		0	0	complete		
a02J05	a	02	J	05	/home/joe/code/storage/apm/a02J05.tex			codex_cleanup_blocked	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a02J05.md	true	/home/joe/code/apm-lean/lean-proofs/a02J05/Main.lean	false		false		0		0	1	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a02J05.md	deep_mathlib_blocked
a02J06	a	02	J	06	/home/joe/code/storage/apm/a02J06.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a02J06.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A02J06/Apm_v2_a02J06_1774988737606/Main.lean	0	3	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a02J06.md	dojo_ready
a02J07	a	02	J	07	/home/joe/code/storage/apm/a02J07.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a02J07.md	false		false		false		0						
a03J01	a	03	J	01	/home/joe/code/storage/apm/a03J01.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a03J01.md	true	/home/joe/code/apm-lean/lean-proofs/a03J01/Main.lean	false		false		2	/home/joe/code/apm-lean/ApmCanaries/Frames/A03J01/Apm_v2_a03J01_1774988783157/Main.lean	0	2	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a03J01.md	dojo_ready
a03J02	a	03	J	02	/home/joe/code/storage/apm/a03J02.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a03J02.md	false		false		false		0						
a03J03	a	03	J	03	/home/joe/code/storage/apm/a03J03.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a03J03.md	true	/home/joe/code/apm-lean/lean-proofs/a03J03/Main.lean	false		false		0		0	2	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a03J03.md	dojo_ready
a03J04	a	03	J	04	/home/joe/code/storage/apm/a03J04.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a03J04.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A03J04/Main.lean	0	3	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a03J04.md	dojo_ready
a03J05	a	03	J	05	/home/joe/code/storage/apm/a03J05.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a03J05.md	false		false		false		0						
a03J06	a	03	J	06	/home/joe/code/storage/apm/a03J06.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a03J06.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A03J06/Apm_v2_a03J06_1774988835460/Main.lean					
a03J07	a	03	J	07	/home/joe/code/storage/apm/a03J07.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a03J07.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A03J07/Apm_v2_a03J07_1774988886868/Main.lean					
a03J08	a	03	J	08	/home/joe/code/storage/apm/a03J08.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a03J08.md	false		false		false		0						
a92J01	a	92	J	01	/home/joe/code/storage/apm/a92J01.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a92J01.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A92J01/Apm_v2_a92J01_1774989024995/Main.lean					
a92J02	a	92	J	02	/home/joe/code/storage/apm/a92J02.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a92J02.md	false		false		false		2	/home/joe/code/apm-lean/ApmCanaries/Frames/A92J02/Apm_v2_a92J02_1775049364123/Main.lean					
a92J03	a	92	J	03	/home/joe/code/storage/apm/a92J03.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a92J03.md	false		false		false		0						
a92J04	a	92	J	04	/home/joe/code/storage/apm/a92J04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a92J04.md	false		false		false		0						
a92J05	a	92	J	05	/home/joe/code/storage/apm/a92J05.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a92J05.md	false		false		false		0						
a92J06	a	92	J	06	/home/joe/code/storage/apm/a92J06.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a92J06.md	false		false		false		0						
a92J07	a	92	J	07	/home/joe/code/storage/apm/a92J07.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a92J07.md	false		false		false		0						
a93A01	a	93	A	01	/home/joe/code/storage/apm/a93A01.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93A01.md	false		false		false		2	/home/joe/code/apm-lean/ApmCanaries/Frames/A93A01/Apm_v2_a93A01_1775049526689/Main.lean					
a93A02	a	93	A	02	/home/joe/code/storage/apm/a93A02.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93A02.md	false		false		false		0						
a93A03	a	93	A	03	/home/joe/code/storage/apm/a93A03.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93A03.md	false		false		false		2	/home/joe/code/apm-lean/ApmCanaries/Frames/A93A03/Apm_v2_a93A03_1775049613401/Main.lean					
a93A04	a	93	A	04	/home/joe/code/storage/apm/a93A04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93A04.md	false		false		false		0						
a93J01	a	93	J	01	/home/joe/code/storage/apm/a93J01.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93J01.md	false		false		false		0						
a93J02	a	93	J	02	/home/joe/code/storage/apm/a93J02.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93J02.md	false		false		false		2	/home/joe/code/apm-lean/ApmCanaries/Frames/A93J02/Apm_v2_a93J02_1775049742668/Main.lean					
a93J03	a	93	J	03	/home/joe/code/storage/apm/a93J03.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93J03.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A93J03/Apm_v2_a93J03_1774992011929/Main.lean					
a93J04	a	93	J	04	/home/joe/code/storage/apm/a93J04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93J04.md	false		false		false		0						
a93J05	a	93	J	05	/home/joe/code/storage/apm/a93J05.tex			codex_cleanup_complete	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93J05.md	false		false		false		2	/home/joe/code/apm-lean/ApmCanaries/Frames/A93J05/Apm_v2_a93J05_1775050465617/Main.lean	1	0	complete		
a93J06	a	93	J	06	/home/joe/code/storage/apm/a93J06.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93J06.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A93J06/Apm_v2_a93J06_1775002790071/Main.lean	0	2	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a93J06.md	dojo_ready
a93J07	a	93	J	07	/home/joe/code/storage/apm/a93J07.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a93J07.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A93J07/Apm_v2_a93J07_1775570229422/Main.lean	0	3	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a93J07.md	dojo_ready
a93J08	a	93	J	08	/home/joe/code/storage/apm/a93J08.tex	original_problem_unreadable	Source .tex is truncated in the corpus after "let m"; the full original statement is not available locally.	source_only	false		false		false		false		0						
a94A01	a	94	A	01	/home/joe/code/storage/apm/a94A01.tex			lean_dojo_handoff_ready	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94A01.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A94A01/Apm_v2_a94A01_1775002871618/Main.lean	0	3	blocked	/home/joe/code/futon3c/data/apm-lean-dojo-handoffs/apm-a94A01.md	dojo_ready
a94A02	a	94	A	02	/home/joe/code/storage/apm/a94A02.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94A02.md	false		false		false		0						
a94A03	a	94	A	03	/home/joe/code/storage/apm/a94A03.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94A03.md	false		false		false		0						
a94A04	a	94	A	04	/home/joe/code/storage/apm/a94A04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94A04.md	false		false		false		0						
a94A05	a	94	A	05	/home/joe/code/storage/apm/a94A05.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94A05.md	false		false		false		0						
a94A06	a	94	A	06	/home/joe/code/storage/apm/a94A06.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94A06.md	false		false		false		0						
a94A07	a	94	A	07	/home/joe/code/storage/apm/a94A07.tex			codex_cleanup_blocked	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94A07.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A94A07/Main.lean	0	2	blocked		
a94A08	a	94	A	08	/home/joe/code/storage/apm/a94A08.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94A08.md	false		false		false		0						
a94A09	a	94	A	09	/home/joe/code/storage/apm/a94A09.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94A09.md	false		false		false		0						
a94A10	a	94	A	10	/home/joe/code/storage/apm/a94A10.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94A10.md	false		false		false		0						
a94J01	a	94	J	01	/home/joe/code/storage/apm/a94J01.tex			codex_cleanup_complete	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94J01.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A94J01/Apm_v2_a94J01_1775002964674/Main.lean	4	0	complete		
a94J02	a	94	J	02	/home/joe/code/storage/apm/a94J02.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94J02.md	false		false		false		0						
a94J03	a	94	J	03	/home/joe/code/storage/apm/a94J03.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94J03.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A94J03/Apm_v2_a94J03_1775003038480/Main.lean					
a94J04	a	94	J	04	/home/joe/code/storage/apm/a94J04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94J04.md	false		false		false		0						
a94J05	a	94	J	05	/home/joe/code/storage/apm/a94J05.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94J05.md	false		false		false		0						
a94J06	a	94	J	06	/home/joe/code/storage/apm/a94J06.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94J06.md	false		false		false		0						
a94J07	a	94	J	07	/home/joe/code/storage/apm/a94J07.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94J07.md	false		false		false		0						
a94J08	a	94	J	08	/home/joe/code/storage/apm/a94J08.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a94J08.md	false		false		false		0						
a95A01	a	95	A	01	/home/joe/code/storage/apm/a95A01.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95A01.md	false		false		false		0						
a95A02	a	95	A	02	/home/joe/code/storage/apm/a95A02.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95A02.md	false		false		false		0						
a95A03	a	95	A	03	/home/joe/code/storage/apm/a95A03.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95A03.md	false		false		false		0						
a95A04	a	95	A	04	/home/joe/code/storage/apm/a95A04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95A04.md	false		false		false		0						
a95A05	a	95	A	05	/home/joe/code/storage/apm/a95A05.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95A05.md	false		false		false		0						
a95A06	a	95	A	06	/home/joe/code/storage/apm/a95A06.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95A06.md	false		false		false		0						
a95A07	a	95	A	07	/home/joe/code/storage/apm/a95A07.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95A07.md	false		false		false		0						
a95A08	a	95	A	08	/home/joe/code/storage/apm/a95A08.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95A08.md	false		false		false		0						
a95J01	a	95	J	01	/home/joe/code/storage/apm/a95J01.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95J01.md	false		false		false		0						
a95J02	a	95	J	02	/home/joe/code/storage/apm/a95J02.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95J02.md	false		false		false		0						
a95J03	a	95	J	03	/home/joe/code/storage/apm/a95J03.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95J03.md	false		false		false		0						
a95J04	a	95	J	04	/home/joe/code/storage/apm/a95J04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95J04.md	false		false		false		0						
a95J05	a	95	J	05	/home/joe/code/storage/apm/a95J05.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95J05.md	false		false		false		0						
a95J06	a	95	J	06	/home/joe/code/storage/apm/a95J06.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95J06.md	false		false		false		0						
a95J07	a	95	J	07	/home/joe/code/storage/apm/a95J07.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95J07.md	false		false		false		0						
a95J08	a	95	J	08	/home/joe/code/storage/apm/a95J08.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a95J08.md	false		false		false		0						
a96A01	a	96	A	01	/home/joe/code/storage/apm/a96A01.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96A01.md	false		false		false		0						
a96A02	a	96	A	02	/home/joe/code/storage/apm/a96A02.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96A02.md	false		false		false		0						
a96A03	a	96	A	03	/home/joe/code/storage/apm/a96A03.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96A03.md	false		false		false		2	/home/joe/code/apm-lean/ApmCanaries/Frames/A96A03/Apm_v2_a96A03_1775070631660/Main.lean					
a96A04	a	96	A	04	/home/joe/code/storage/apm/a96A04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96A04.md	false		false		false		0						
a96A05	a	96	A	05	/home/joe/code/storage/apm/a96A05.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96A05.md	false		false		false		0						
a96A06	a	96	A	06	/home/joe/code/storage/apm/a96A06.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96A06.md	false		false		false		0						
a96A07	a	96	A	07	/home/joe/code/storage/apm/a96A07.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96A07.md	false		false		false		0						
a96A08	a	96	A	08	/home/joe/code/storage/apm/a96A08.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96A08.md	false		false		false		0						
a96J01	a	96	J	01	/home/joe/code/storage/apm/a96J01.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96J01.md	false		false		false		6	/home/joe/code/apm-lean/ApmCanaries/Frames/A96J01/Apm_v2_a96J01_1775044904478/Main.lean					
a96J02	a	96	J	02	/home/joe/code/storage/apm/a96J02.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96J02.md	false		false		false		0						
a96J03	a	96	J	03	/home/joe/code/storage/apm/a96J03.tex			canary_frame_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96J03.md	false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A96J03/Apm_v2_a96J03_1775003261538/Main.lean					
a96J04	a	96	J	04	/home/joe/code/storage/apm/a96J04.tex			informal_outline_present	true	/home/joe/code/futon3c/data/apm-informal-proofs/apm-a96J04.md	false		false		false		0						
a96J05	a	96	J	05	/home/joe/code/storage/apm/a96J05.tex			source_only	false		false		false		false		0						
a96J06	a	96	J	06	/home/joe/code/storage/apm/a96J06.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A96J06/Apm_v2_a96J06_1775003321530/Main.lean					
a96J07	a	96	J	07	/home/joe/code/storage/apm/a96J07.tex			source_only	false		false		false		false		0						
a96J08	a	96	J	08	/home/joe/code/storage/apm/a96J08.tex			source_only	false		false		false		false		0						
a96J09	a	96	J	09	/home/joe/code/storage/apm/a96J09.tex			source_only	false		false		false		false		0						
a96J10	a	96	J	10	/home/joe/code/storage/apm/a96J10.tex			source_only	false		false		false		false		0						
a97A01	a	97	A	01	/home/joe/code/storage/apm/a97A01.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A97A01/Apm_v2_a97A01_1775003392734/Main.lean					
a97A02	a	97	A	02	/home/joe/code/storage/apm/a97A02.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A97A02/Apm_v2_a97A02_1775003733088/Main.lean					
a97A03	a	97	A	03	/home/joe/code/storage/apm/a97A03.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A97A03/Apm_v2_a97A03_1775003886693/Main.lean					
a97A04	a	97	A	04	/home/joe/code/storage/apm/a97A04.tex			canary_frame_present	false		false		false		false		1	/home/joe/code/apm-lean/ApmCanaries/Frames/A97A04/Apm_v2_a97A04_1775003958890/Main.lean					
a97A05	a	97	A	05	/home/joe/code/storage/apm/a97A05.tex			source_only	false		false		false		false		0						
a97A06	a	97	A	06	/home/joe/code/storage/apm/a97A06.tex			source_only	false		false		false		false		0						
a97A07	a	97	A	07	/home/joe/code/storage/apm/a97A07.tex			source_only	false		false		false		false		0						
a97A08	a	97	A	08	/home/joe/code/storage/apm/a97A08.tex			source_only	false		false		false		false		0						
a97J01	a	97	J	01	/home/joe/code/storage/apm/a97J01.tex			source_only	false		false		false		false		0						
