# Evidence manifest 2026-08-01 — raw data kept OUT of git per Joe's rule.
# Back up with scripts/backup_evidence.sh <dest>; verify: sha256sum -c derived from this file.
path	bytes	sha256
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785470492377-469-c4cbe680.edn	6762	e93629a3bdf931f57a699191c0b99fd580927696fb0f172e12cf7cc5a1eeb53e
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785470932932-470-3e7d3fbd.edn	6387	270043fc009ab98eb95b70792b404ea74b8b1da513bddc2793ab5ffe0be4eae9
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785471377736-471-acbcd206.edn	7118	c661d3dca8bc64f78d06dbb7dfe9125b2b54db0f8d2ace905dd7bb7c6352ed12
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785471544624-472-308f6c1d.edn	6440	79c42f0901b0c1b037d723aa91051d9a8e45e6a34289759cf0dfc24ab230808b
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785471894052-473-80a5fb14.edn	6945	8abd9cfb254c5b3f63445090043a9cc4b3b086458b21abaa0b34a2a43c822c4b
holes/labs/M-memory-retrieval/job-results-20260731/invoke-1785473298737-474-6e1af56a.edn	5689	2b335719f66124e30f4f304522b6d694ad16d557bac453cde8c9e06d702f0b4e
holes/labs/M-memory-retrieval/load-bearing-candidates-20260731.jsonl	20752	1a4e0ee9b3349fbe15f0d24c17cd33f5551d12232f1deac1607c2c2473c788c8
holes/labs/M-memory-retrieval/memory-reports-worksheet-20260731.json	352478	7539ca71a811b680281aa63170bba25284e081bdfdda6285d00da77d85cd9b0a
holes/labs/M-memory-retrieval/observation-channel-audit-20260730.edn	681	3e94229c17b2dd553455e012c59839615c44f937f32eb69c712350372735787d
holes/labs/M-memory-retrieval/observation-channel-audit-20260731.edn	791	39b46fa13329bf7e5ec9d64a7b741d9bfa4f3a218eab5d84a7dc9866c0313d92
